,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag_imag,umag_gmag_rmag_Hamag,umag_gmag_imag_Hamag,umag_rmag_imag_Hamag,gmag_rmag_imag_Hamag,outlier_columns,RAJ2000,DEJ2000,em
9468,15.404,13.059,12.65,12.36,12.49,11.856,11.682,11.679,1.8181666666666656,1.3191176470588228,2.0154651162790684,2.1251627906976704,0.10969767441860195,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,101.83274,11.305475,1.0
9470,16.281,17.619,14.11,13.81,13.99,13.361,13.261,13.173,-1.882999999999999,-2.1074117647058785,-1.794279069767442,1.3003023255813966,3.0945813953488384,gmag_rmag_imag_Hamag,86.890806,31.555742,1.0
9554,15.39,14.333,12.27,11.63,11.79,10.908,10.755,10.633,-0.10566666666666369,-2.0206470588235326,0.6514186046511675,2.3460465116279163,1.6946279069767487,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,88.431,22.649184,1.0
9556,15.501,13.412,13.0,12.7,12.83,12.355,12.22,12.209,1.5439999999999974,0.9989999999999988,1.7594651162790667,1.8721627906976703,0.11269767441860384,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,87.273882,20.855764,1.0
9557,15.235,15.498,12.47,11.85,12.09,11.184,10.956,10.855,-1.3893333333333349,-2.6994705882353,-0.8713720930232559,1.604069767441859,2.4754418604651147,gmag_rmag_imag_Hamag,86.544665,21.27038,1.0
9559,15.793,13.233,12.86,12.41,12.53,11.969,11.787,11.713,1.7425000000000002,0.44411764705882106,2.255813953488373,2.352534883720934,0.09672093023256118,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,86.22867,21.283385,1.0
9560,16.098,15.307,13.61,13.32,13.48,12.847,12.666,12.612,0.264166666666667,-0.04252941176470115,0.38541860465116123,1.7140465116279064,1.328627906976745,gmag_rmag_imag_Hamag,86.969143,21.857657,1.0
9562,15.501,13.277,12.72,12.36,12.52,11.562,11.437,11.304,1.569999999999998,0.9416470588235224,1.8184186046511628,2.0070465116279057,0.18862790697674264,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,89.225968,22.095904,1.0
9563,15.39,14.333,12.27,11.63,11.79,10.908,10.755,10.633,-0.10566666666666369,-2.0206470588235326,0.6514186046511675,2.3460465116279163,1.6946279069767487,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,88.431,22.649184,1.0
9582,18.333,16.774,16.43,16.15,16.53,15.218,15.046,14.938,1.050333333333329,2.200176470588242,0.5957441860465031,0.06486046511626653,-0.5308837209302368,umag_gmag_rmag_Hamag,88.438162,21.970973,1.0
9588,19.209,17.284,16.48,15.98,16.42,14.881,14.614,14.404,1.0166666666666675,1.5402941176470675,0.8096511627906957,0.6006279069767384,-0.2090232558139573,umag_gmag_rmag_Hamag,89.94656,21.9647,1.0
9631,14.3,12.5,12.1,11.59,11.45,11.29,11.231,11.149,0.8735000000000014,-2.3676470588235325,2.1548837209302345,2.8772093023255847,0.7223255813953503,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,92.968107,23.729066,1.0
9633,14.864,14.409,12.75,12.27,12.39,11.593,11.4,11.282,-0.4170000000000005,-1.8532352941176442,0.1508139534883698,1.5335348837209266,1.3827209302325567,gmag_rmag_imag_Hamag,62.384605,53.067519,1.0
9788,16.982,15.612,14.63,14.22,14.23,13.462,13.242,13.018,0.6251666666666658,-1.1947058823529453,1.3446511627906974,2.3036279069767436,0.9589767441860463,umag_rmag_imag_Hamag,80.210909,28.357143,1.0
9789,22.006,19.054,16.35,15.52,15.85,14.07,13.233,13.0,1.4441666666666655,-0.25388235294118733,2.1154883720930253,4.059720930232558,1.9442325581395323,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,89.114066,22.433938,1.0
9794,15.074,14.77,12.91,11.78,11.97,10.885,10.801,10.645,-1.7488333333333341,-5.72305882352941,-0.1776279069767469,1.2449302325581337,1.4225581395348805,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,59.558959,52.173405,1.0
9800,15.399,15.517,13.7,13.49,13.58,13.06,12.947,12.904,-0.49949999999999856,-0.8874117647058779,-0.3461395348837208,1.2636511627906986,1.6097906976744192,gmag_rmag_imag_Hamag,103.56628,8.4059149,1.0
9805,15.125,14.806,13.15,13.0,13.06,12.746,12.662,12.608,0.04650000000000026,-0.25805882352941023,0.1669069767441857,1.6847674418604626,1.5178604651162768,gmag_rmag_imag_Hamag,103.05145,9.8192245,1.0
9821,15.459,16.187,13.34,12.41,12.63,11.151,10.502,10.284,-2.4175000000000004,-5.280352941176468,-1.285674418604654,1.0548139534883694,2.3404883720930236,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,88.238891,23.166958,1.0
9849,18.351,16.338,15.72,15.23,15.38,14.441,14.22,13.993,1.1228333333333311,-0.1670000000000016,1.6327674418604625,1.9054186046511599,0.27265116279069734,umag_gmag_imag_Hamag,91.534055,22.674978,1.0
9851,16.413,16.006,13.35,12.73,13.12,11.809,11.506,11.353,-0.7193333333333316,-1.0677058823529444,-0.5816046511627871,1.1764883720930308,1.7580930232558178,gmag_rmag_imag_Hamag,85.253182,21.465586,1.0
9861,18.279,17.35,14.72,14.0,14.4,13.034,12.731,12.558,-0.37900000000000245,-1.122764705882357,-0.08495348837209482,1.624116279069766,1.709069767441861,gmag_rmag_imag_Hamag,56.661669,49.784373,1.0
9896,14.949,15.176,13.06,12.86,12.93,12.641,12.6,12.547,-0.5903333333333355,-1.0605294117647115,-0.4044418604651172,1.5503953488372075,1.9548372093023247,gmag_rmag_imag_Hamag,102.49329,11.20382,1.0
9905,14.987,13.008,12.7,12.52,12.65,12.05,11.982,11.913,1.6520000000000015,1.65841176470589,1.649465116279069,1.6581627906976717,0.008697674418602863,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag,101.85665,11.689823,1.0
9922,16.941,15.16,12.83,11.97,12.42,10.501,9.816,9.634,0.218666666666667,-0.8478235294117678,0.6403023255813964,1.934255813953492,1.2939534883720953,gmag_rmag_imag_Hamag,97.41452,0.9178937,1.0
9929,24.651,14.845,14.63,13.68,14.19,12.102,11.286,11.082,8.080166666666663,6.984823529411755,8.513209302325581,7.554023255813955,-0.9591860465116269,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,88.095161,20.697878,1.0
9930,18.524,15.958,14.53,13.7,14.11,12.364,11.624,11.478,1.0581666666666676,-0.1269411764705879,1.5266976744186056,2.0107441860465136,0.484046511627908,umag_gmag_imag_Hamag,86.856256,21.177488,1.0
9959,16.02,15.229,13.18,12.73,13.0,12.114,11.877,11.747,-0.02649999999999808,-0.36311764705882177,0.10658139534883904,1.5339534883720958,1.4273720930232567,gmag_rmag_imag_Hamag,86.475472,29.102378,1.0
9982,15.988,15.547,13.16,12.78,13.0,12.167,11.973,11.908,-0.24933333333333563,-0.5848823529411789,-0.11667441860465355,1.763813953488369,1.8804883720930226,gmag_rmag_imag_Hamag,99.998029,10.303898,1.0
9983,21.713,21.633,17.7,15.2,17.0,11.054,9.331,8.658,-4.461666666666663,-4.408235294117642,-4.4827906976744165,-4.693976744186044,-0.2111860465116271,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,100.28466,10.402258,1.0
9986,14.959,12.989,12.65,12.19,12.29,11.656,11.427,11.405,1.134333333333331,-0.3382352941176565,1.7165116279069768,1.825279069767443,0.10876744186046647,umag_gmag_imag_Hamag,101.25758,9.4363599,1.0
9987,16.11,15.915,13.69,13.29,13.55,12.612,12.427,12.271,-0.5316666666666668,-0.7026470588235216,-0.4640697674418638,1.162325581395342,1.6263953488372058,gmag_rmag_imag_Hamag,100.91552,9.7460899,1.0
9991,14.69,12.519,12.11,11.92,11.96,11.622,11.604,11.546,1.8258333333333336,1.2092352941176552,2.0696046511627877,2.3865116279069722,0.31690697674418467,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,102.04394,9.64488,1.0
9994,15.274,16.722,13.35,13.11,13.26,12.848,12.749,12.681,-1.8840000000000026,-2.025058823529413,-1.8282325581395378,1.198418604651161,3.0266511627906985,gmag_rmag_imag_Hamag,102.05389,10.402571,1.0
9996,15.785,15.42,13.41,13.1,13.28,12.528,12.394,12.284,-0.19816666666666727,-0.46852941176471097,-0.09127906976744071,1.5043023255813972,1.5955813953488378,gmag_rmag_imag_Hamag,99.299981,9.5681304,1.0
9997,15.54,19.171,13.73,13.31,13.49,12.764,12.508,12.452,-4.394,-5.169823529411767,-4.087279069767441,0.9393023255813959,5.026581395348837,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,101.50655,11.412815,1.0
10007,20.946,15.032,13.62,13.16,13.36,12.638,12.272,12.247,5.078333333333337,4.246941176470591,5.407023255813957,6.35855813953489,0.951534883720933,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,100.24671,10.324742,1.0
10017,16.061,16.273,13.45,13.0,13.23,12.29,12.074,11.989,-1.0294999999999983,-1.6225882352941106,-0.795023255813954,1.4984418604651155,2.2934651162790693,gmag_rmag_imag_Hamag,101.11509,8.9171651,1.0
10021,15.069,15.314,12.96,12.61,12.78,12.203,12.064,11.987,-0.880833333333335,-1.3991176470588327,-0.6759302325581383,1.286674418604652,1.9626046511627901,gmag_rmag_imag_Hamag,102.03289,9.883824,1.0
10024,14.886,14.859,12.64,12.29,12.44,12.065,11.989,11.938,-0.6088333333333366,-1.2553529411764786,-0.35323255813953636,1.52041860465116,1.8736511627906964,gmag_rmag_imag_Hamag,102.14285,10.182575,1.0
10027,15.431,13.537,13.08,12.8,12.95,12.289,12.113,12.034,1.385333333333333,1.0604705882352872,1.5137674418604672,1.6254186046511692,0.11165116279070186,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,99.395242,9.5600091,1.0
10031,15.991,16.2,13.71,13.29,13.56,12.502,12.275,12.168,-0.9720000000000025,-1.1707647058823552,-0.8934186046511655,0.9749534883720861,1.8683720930232515,gmag_rmag_imag_Hamag,101.11593,11.348497,1.0
10033,17.104,15.661,13.61,13.09,13.3,12.12,11.702,11.583,0.49833333333333396,-0.5446470588235222,0.9106744186046489,2.478186046511624,1.5675116279069752,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,99.18846,9.8762493,1.0
10034,15.56,15.227,13.16,12.69,12.93,11.99,11.812,11.694,-0.5208333333333341,-1.1417058823529442,-0.2753720930232558,1.2390697674418605,1.5144418604651162,gmag_rmag_imag_Hamag,99.722184,9.8310616,1.0
10038,16.391,16.532,13.75,13.28,13.59,12.563,12.398,12.281,-0.9948333333333361,-1.1668823529411796,-0.9268139534883747,1.1414651162790665,2.068279069767441,gmag_rmag_imag_Hamag,100.49176,10.474559,1.0
10040,15.338,13.345,12.99,12.79,12.92,12.414,12.276,12.294,1.6296666666666635,1.544176470588232,1.6634651162790666,1.7191627906976699,0.05569767441860346,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag,101.39703,10.819752,1.0
10041,15.411,17.19,13.81,13.55,13.71,13.161,13.036,12.941,-2.2513333333333345,-2.4201764705882347,-2.184581395348839,0.8270465116279059,3.0116279069767447,gmag_rmag_imag_Hamag,101.56268,11.526735,1.0
10047,15.98,13.944,13.34,12.89,13.14,12.159,11.914,11.836,1.218500000000001,0.7536470588235331,1.4022790697674417,1.430697674418606,0.02841860465116408,umag_gmag_rmag_imag,101.08831,10.8706,1.0
10048,15.079,16.217,13.45,13.13,13.21,12.58,12.449,12.425,-1.7193333333333287,-2.6768235294117533,-1.3407906976744168,1.2420232558139548,2.5828139534883716,gmag_rmag_imag_Hamag,100.11633,11.141836,1.0
10049,15.038,15.256,13.1,12.66,12.9,12.006,11.851,11.781,-1.0173333333333323,-1.5003529411764664,-0.826372093023256,0.7770697674418607,1.6034418604651166,gmag_rmag_imag_Hamag,99.991015,11.079414,1.0
10050,15.411,17.19,13.81,13.55,13.71,13.161,13.036,12.941,-2.2513333333333345,-2.4201764705882347,-2.184581395348839,0.8270465116279059,3.0116279069767447,gmag_rmag_imag_Hamag,101.56268,11.526735,1.0
10053,16.012,15.73,13.64,13.3,13.46,12.735,12.598,12.487,-0.3356666666666662,-0.8721176470588221,-0.12358139534883733,1.5980465116279068,1.721627906976744,gmag_rmag_imag_Hamag,101.02969,9.978415,1.0
10055,14.927,15.311,12.58,12.1,12.15,11.577,11.331,11.266,-1.256000000000001,-3.141058823529411,-0.5107441860465137,2.105139534883717,2.615883720930231,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,100.92281,9.3166556,1.0
10056,20.301,17.008,15.16,14.02,14.65,12.094,11.242,10.988,1.2219999999999986,0.022999999999999687,1.6960232558139516,2.09355813953488,0.39753488372092827,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,101.08978,9.361561,1.0
10057,14.958,16.001,13.3,13.09,13.16,12.565,12.466,12.421,-1.4245000000000025,-1.9406470588235343,-1.220441860465118,1.3193953488372077,2.5398372093023256,gmag_rmag_imag_Hamag,101.13727,9.523164,1.0
10058,15.533,15.328,12.77,12.32,12.52,11.571,11.381,11.261,-0.6124999999999984,-1.3979411764705887,-0.30197674418604437,1.7955581395348876,2.097534883720932,gmag_rmag_imag_Hamag,100.78068,9.4689255,1.0
10061,15.574,13.502,12.8,12.37,12.6,11.825,11.633,11.557,1.29083333333333,0.7896470588235214,1.4889767441860449,1.661441860465114,0.17246511627906902,umag_gmag_rmag_imag,100.81747,9.08921,1.0
10062,15.805,13.085,12.75,12.26,12.57,11.352,11.116,10.949,1.8298333333333319,1.5658823529411767,1.934186046511626,1.555465116279068,-0.37872093023255804,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag,100.79899,8.9580187,1.0
10064,15.409,15.42,13.29,13.03,13.2,12.58,12.464,12.435,-0.48333333333333206,-0.5880588235294103,-0.44193023255813835,1.2966744186046535,1.7386046511627917,gmag_rmag_imag_Hamag,101.37845,9.0551332,1.0
10065,15.687,15.734,13.08,12.61,12.83,11.897,11.643,11.489,-0.9008333333333349,-1.6499411764705894,-0.6046744186046531,1.542813953488369,2.1474883720930222,gmag_rmag_imag_Hamag,101.18257,9.0344823,1.0
10067,15.778,15.582,13.55,13.25,13.42,12.76,12.58,12.487,-0.3490000000000014,-0.6375294117647115,-0.23493023255813938,1.4056744186046517,1.640604651162791,gmag_rmag_imag_Hamag,101.21243,9.078524,1.0
10068,15.423,15.467,13.48,13.26,13.33,12.762,12.682,12.575,-0.4436666666666682,-1.005764705882356,-0.2214418604651174,1.6043953488372078,1.8258372093023252,gmag_rmag_imag_Hamag,102.13294,9.5768325,1.0
10070,15.53,13.775,13.29,13.05,13.18,12.591,12.439,12.339,1.319000000000002,1.0497058823529435,1.4254651162790715,1.61116279069768,0.1856976744186083,umag_gmag_rmag_imag,102.01076,9.3832885,1.0
10072,15.111,16.007,12.95,12.76,12.8,12.477,12.436,12.413,-1.2411666666666665,-1.857764705882345,-0.9973953488372124,1.9675116279069738,2.964906976744186,gmag_rmag_imag_Hamag,101.87362,10.672563,1.0
10075,16.656,12.398,13.93,13.49,13.71,12.687,12.464,12.359,3.458666666666667,2.847411764705888,3.7003255813953464,1.6618139534883687,-2.0385116279069777,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,99.229276,9.4631647,1.0
10083,14.979,12.709,12.54,11.9,12.14,11.44,11.305,11.217,1.1073333333333355,-0.2947058823529334,1.6616279069767437,1.2780697674418602,-0.3835581395348834,umag_gmag_imag_Hamag,99.76137,10.612535,1.0
10084,15.999,15.491,13.66,13.33,13.47,12.844,12.72,12.639,-0.09149999999999914,-0.7102352941176433,0.15311627906976705,1.6617906976744168,1.5086744186046497,gmag_rmag_imag_Hamag,99.948534,10.300074,1.0
10086,15.428,16.366,13.65,13.34,13.5,12.88,12.744,12.628,-1.5011666666666663,-1.8997647058823544,-1.3435813953488362,1.0040465116279074,2.347627906976743,gmag_rmag_imag_Hamag,99.385306,10.518097,1.0
10087,15.587,15.157,13.15,12.77,12.98,12.194,11.927,11.831,-0.26033333333333486,-0.6600000000000001,-0.10232558139535097,1.4211860465116237,1.5235116279069747,gmag_rmag_imag_Hamag,99.624385,10.543422,1.0
10186,15.761,16.439,13.61,13.19,13.4,12.401,12.092,11.811,-1.4410000000000005,-2.0244705882352894,-1.2103255813953515,1.1351860465116241,2.3455116279069754,gmag_rmag_imag_Hamag,86.144283,21.864594,1.0
10202,18.802,17.104,16.72,16.4,16.75,15.502,15.371,15.275,1.1166666666666667,1.8903529411764783,0.8107906976744158,0.38897674418604145,-0.4218139534883746,umag_gmag_rmag_Hamag,86.358183,21.701581,1.0
10237,15.448,16.933,13.44,13.11,13.29,12.672,12.498,12.451,-2.0844999999999994,-2.446764705882355,-1.9412790697674405,1.137302325581398,3.0785813953488383,gmag_rmag_imag_Hamag,101.84876,10.711448,1.0
10239,16.134,13.73,13.14,12.84,12.99,12.318,12.15,12.065,1.8589999999999987,1.4422352941176444,2.023767441860464,2.268418604651161,0.24465116279069687,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,101.42833,10.905297,1.0
10242,20.078,17.375,16.47,15.75,16.24,14.657,14.408,14.186,1.3950000000000018,1.228294117647055,1.46090697674419,1.2377674418604747,-0.22313953488371552,umag_gmag_rmag_imag,84.322233,28.815442,1.0
10254,15.074,14.837,13.31,13.12,13.21,12.658,12.526,12.482,-0.1081666666666688,-0.40417647058823314,0.00886046511627514,1.3286511627906894,1.3197906976744143,gmag_rmag_imag_Hamag,101.13872,9.7679444,1.0
10265,15.331,14.196,13.33,12.74,12.54,11.808,11.481,11.187,0.06316666666666704,-3.9302941176470663,1.6419767441860489,2.9684418604651204,1.3264651162790717,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,64.458939,53.423931,1.0
10266,15.043,13.173,12.35,11.87,11.51,10.997,10.706,10.406,0.9979999999999987,-3.515882352941178,2.7825581395348813,4.434395348837205,1.6518372093023244,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,63.40378,52.742943,1.0
10272,16.325,14.951,13.95,13.41,13.45,12.496,12.103,11.803,0.39300000000000057,-1.8318823529411787,1.2726046511627918,2.181511627906981,0.9089069767441893,umag_rmag_imag_Hamag,86.473039,29.612765,1.0
10273,14.988,13.902,12.83,12.34,12.1,11.789,11.513,11.247,0.19583333333333341,-3.594588235294122,1.6943720930232562,3.3189302325581393,1.6245581395348831,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,62.83595,53.234539,1.0
10274,16.325,14.951,13.95,13.41,13.45,12.496,12.103,11.803,0.39300000000000057,-1.8318823529411787,1.2726046511627918,2.181511627906981,0.9089069767441893,umag_rmag_imag_Hamag,86.473039,29.612765,1.0
10279,14.643,15.53,12.91,12.67,12.55,12.461,12.419,12.437,-1.322999999999999,-3.195235294117643,-0.582813953488373,2.3134651162790663,2.896279069767439,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,102.32287,10.022122,1.0
